,index,year_round,lat_round2,lon_round2,depth,D14C,associated_lat,associated_lon,ECCO_value
2238,3344,1992,28.03,165.0,24.25138333,115.5666667,26.520248413085938,165.01437377929688,124.6633529663086
2239,3345,1992,28.32,129.97,0.0,109.4357143,29.687156677246094,128.8094940185547,116.19805908203125
2240,3346,1992,31.33,164.98,13.951375,114.21,32.79005813598633,165.13160705566406,113.27397918701172
2241,3347,1992,32.7,165.03,6.97535,131.59,32.79005813598633,165.13160705566406,113.27397918701172
2242,3348,1992,34.04,165.05,13.949725,112.6925,32.79005813598633,165.13160705566406,113.27397918701172
2243,3349,1992,34.67,152.47,0.0,111.0,36.290550231933594,154.27899169921875,97.80931091308594
2244,3350,1992,34.83,237.0,25.0,69.0,35.91789245605469,237.82632446289062,80.71183776855469
2245,3351,1992,34.92,161.77,0.0,104.9,36.18673324584961,161.5764923095703,95.38495635986328
2246,3352,1992,35.82,229.2,0.0,83.3,36.36336898803711,230.6522979736328,111.52863311767578
2247,3353,1992,36.01,165.01,23.91128333,91.81033333,36.118194580078125,165.22303771972656,94.78712463378906
2248,3354,1992,38.47,210.4,0.0,87.6,37.65760040283203,209.03504943847656,99.70128631591797
2249,3355,1992,38.48,165.04,6.9736,85.88,39.492156982421875,165.34317016601562,78.5826416015625
2250,3356,1992,39.12,178.8,0.0,103.2,39.04317855834961,179.96914672851562,84.69414520263672
2251,3357,1992,40.02,165.0,25.23531667,56.7695,39.492156982421875,165.34317016601562,78.5826416015625
2252,3358,1992,41.02,164.99,6.9728,58.685,39.492156982421875,165.34317016601562,78.5826416015625
2253,3359,1992,42.01,165.03,5.9764,3.995,42.856868743896484,165.49761962890625,75.6785888671875
2254,3360,1992,42.25,314.95,0.0,79.2,42.61457061767578,316.3145751953125,65.64688873291016
2255,3361,1992,42.5,164.99,26.22828333,13.23333333,42.856868743896484,165.49761962890625,75.6785888671875
2256,3362,1992,43.01,165.0,6.97215,2.175,42.856868743896484,165.49761962890625,75.6785888671875
2257,3363,1992,44.0,164.96,5.9759,39.495,42.856868743896484,165.49761962890625,75.6785888671875
2258,3364,1992,44.99,164.98,22.57386667,5.189066667,46.169219970703125,165.69256591796875,70.96886444091797
2259,3365,1992,46.08,325.25,0.0,87.2,45.78824234008789,326.6029357910156,69.62287139892578
2260,3366,1992,46.77,336.27,0.0,77.8,47.5446891784668,336.6634521484375,72.9614486694336
2261,3367,1992,47.5,165.0,24.23091667,-21.07166667,46.169219970703125,165.69256591796875,70.96886444091797
2262,3368,1992,47.99,165.0,5.9748,-1.415,49.39820861816406,165.93496704101562,65.27864837646484
2263,3369,1992,48.99,164.97,6.97025,-10.485,49.39820861816406,165.93496704101562,65.27864837646484
2264,3370,1992,49.98,165.0,24.4533,-13.5,49.39820861816406,165.93496704101562,65.27864837646484
2265,3371,1992,49.99,165.0,24.66666667,-13.50766667,49.39820861816406,165.93496704101562,65.27864837646484
2266,3372,1992,50.98,164.96,7.9306,-23.3,49.39820861816406,165.93496704101562,65.27864837646484
2267,3373,1992,50.99,164.96,8.0,-23.3,49.39820861816406,165.93496704101562,65.27864837646484
2268,3374,1992,52.02,164.29,6.9693,-8.41,52.66169738769531,162.44406127929688,82.52429962158203
2269,3375,1992,52.52,163.59,24.88891667,-26.655,52.66169738769531,162.44406127929688,82.52429962158203
2270,3376,1992,54.25,188.26,24.66666667,-25.66566667,54.12662124633789,189.33213806152344,86.26651763916016
2271,3377,1992,61.51,343.67,6.0,-9.2,62.186397552490234,344.20404052734375,58.11810302734375
2272,3378,1992,63.5,327.5,6.0,-4.4,63.364933013916016,327.48004150390625,51.43511199951172
2273,3379,1992,64.0,5.0,0.0,49.2,63.335838317871094,5.305691242218018,74.09465026855469
2274,3380,1992,64.0,355.01,5.0,49.2,63.697547912597656,354.852294921875,50.878883361816406
2275,3381,1993,-68.87,272.02,23.105725,-83.3675,-68.88822937011719,272.8999938964844,-118.55572509765625
2276,3382,1993,-68.0,30.01,23.33333333,-97.33333333,-67.37264251708984,31.700000762939453,-115.83059692382812
2277,3383,1993,-67.02,272.01,2.18805,-60.9,-67.37264251708984,272.8999938964844,-110.54623413085938
2278,3384,1993,-66.99,29.99,23.66666667,-99.33333333,-67.37264251708984,31.700000762939453,-115.83059692382812
2279,3385,1993,-65.66,233.97,3.0,-68.79,-65.8570556640625,233.3000030517578,-81.69335174560547
2280,3386,1993,-65.01,30.0,23.33333333,-103.6666667,-64.29602813720703,31.700000762939453,-109.21949005126953
2281,3387,1993,-65.01,272.02,4.2279,-49.195,-64.29602813720703,272.8999938964844,-59.54528045654297
2282,3388,1993,-63.68,234.0,4.0,-63.2,-64.29602813720703,233.3000030517578,-61.84870147705078
2283,3389,1993,-63.68,272.03,3.98055,-29.5,-64.29602813720703,272.8999938964844,-59.54528045654297
2284,3390,1993,-61.66,234.01,3.0,-35.07,-60.89152145385742,233.3000030517578,-28.328777313232422
2285,3391,1993,-61.66,272.04,2.98565,-12.4,-60.89152145385742,272.8999938964844,-12.501895904541016
2286,3392,1993,-61.0,30.01,24.33333333,-79.66666667,-60.89152145385742,31.700000762939453,-78.5445556640625
2287,3393,1993,-60.0,272.02,3.18395,-34.88,-60.89152145385742,272.8999938964844,-12.501895904541016
2288,3394,1993,-59.6,233.95,7.0,-5.95,-59.040523529052734,233.3000030517578,-11.30479621887207
2289,3395,1993,-58.5,271.99,16.073675,30.11,-59.040523529052734,272.8999938964844,7.6590776443481445
2290,3396,1993,-57.49,234.0,3.0,-1.53,-57.08583450317383,233.3000030517578,10.038018226623535
2291,3397,1993,-57.0,30.0,23.66666667,-78.0,-57.08583450317383,31.700000762939453,-44.953582763671875
2292,3398,1993,-57.0,272.0,3.03575,33.525,-57.08583450317383,272.8999938964844,27.968765258789062
2293,3399,1993,-56.0,234.03,3.0,-4.0,-55.0246467590332,233.3000030517578,32.365081787109375
2294,3400,1993,-55.51,271.98,4.9278,18.8,-55.0246467590332,272.8999938964844,46.46980667114258
2295,3401,1993,-54.48,234.02,3.0,30.32,-55.0246467590332,233.3000030517578,32.365081787109375
2296,3402,1993,-54.33,29.97,23.66666667,-77.66666667,-55.0246467590332,31.700000762939453,-27.6641845703125
2297,3403,1993,-54.02,272.01,7.21645,29.08,-55.0246467590332,272.8999938964844,46.46980667114258
2298,3404,1993,-54.0,271.99,2.9866,13.504,-55.0246467590332,272.8999938964844,46.46980667114258
2299,3405,1993,-54.0,274.46,2.93705,44.8975,-55.0246467590332,272.8999938964844,46.46980667114258
2300,3406,1993,-54.0,278.42,2.1893,39.7935,-55.0246467590332,280.1000061035156,58.191776275634766
2301,3407,1993,-53.72,281.46,1.94155,38.887,-52.854923248291016,280.1000061035156,81.54666137695312
2302,3408,1993,-53.67,267.62,3.2344,26.595,-52.854923248291016,269.29998779296875,57.48927688598633
2303,3409,1993,-53.34,283.41,2.18935,14.207,-52.854923248291016,283.70001220703125,106.8227310180664
2304,3410,1993,-53.25,262.12,3.0858,16.21,-52.854923248291016,262.1000061035156,55.35554885864258
2305,3411,1993,-53.2,284.51,12.046,62.4985,-52.854923248291016,283.70001220703125,106.8227310180664
2306,3412,1993,-53.11,284.98,2.1398,63.1105,-52.854923248291016,283.70001220703125,106.8227310180664
2307,3413,1993,-53.0,234.0,3.0,36.27,-52.854923248291016,233.3000030517578,52.37269592285156
2308,3414,1993,-53.0,271.98,2.09025,26.5965,-52.854923248291016,272.8999938964844,61.38932800292969
2309,3415,1993,-52.9,257.76,4.8292,11.39,-52.854923248291016,258.5,55.566070556640625
2310,3416,1993,-52.51,230.72,3.0,33.87,-52.854923248291016,229.6999969482422,47.51849365234375
2311,3417,1993,-52.5,226.65,5.0,17.07,-52.854923248291016,226.10000610351562,43.336273193359375
2312,3418,1993,-52.39,251.46,7.86565,37.18,-52.854923248291016,251.3000030517578,54.691078186035156
2313,3419,1993,-52.04,234.38,4.0,25.62,-52.854923248291016,233.3000030517578,52.37269592285156
2314,3420,1993,-51.96,245.7,27.0795,35.1,-52.854923248291016,244.10000610351562,53.488136291503906
2315,3421,1993,-51.65,241.62,2.0,39.83,-50.57574462890625,240.5,66.87271881103516
2316,3422,1993,-51.5,272.01,2.8878,30.59,-50.57574462890625,272.8999938964844,72.57044219970703
2317,3423,1993,-51.3,237.48,2.0,54.63,-50.57574462890625,236.89999389648438,68.33863067626953
2318,3424,1993,-50.01,271.99,3.78455,30.3985,-50.57574462890625,272.8999938964844,72.57044219970703
2319,3425,1993,-49.68,30.02,22.0,-49.66666667,-50.57574462890625,31.700000762939453,11.641502380371094
2320,3426,1993,-48.51,272.01,2.04115,42.2135,-48.187889099121094,272.8999938964844,81.41123962402344
2321,3427,1993,-47.0,271.99,2.93795,42.1785,-48.187889099121094,272.8999938964844,81.41123962402344
2322,3428,1993,-45.02,272.0,3.2358,60.3845,-45.69465255737305,272.8999938964844,88.39369201660156
2323,3429,1993,-44.01,29.97,23.0,48.33333333,-43.10301971435547,31.700000762939453,78.03285217285156
2324,3430,1993,-43.01,271.99,1.24405,45.417,-43.10301971435547,272.8999938964844,95.16644287109375
2325,3431,1993,-41.52,271.99,2.83945,80.388,-40.42521667480469,272.8999938964844,102.87738037109375
2326,3432,1993,-40.01,272.0,2.09155,87.7005,-40.42521667480469,272.8999938964844,102.87738037109375
2327,3433,1993,-38.5,272.0,2.14135,80.21,-37.68043899536133,272.8999938964844,111.12344360351562
2328,3434,1993,-36.5,272.0,2.8897,93.5245,-37.68043899536133,272.8999938964844,111.12344360351562
2329,3435,1993,-34.5,272.0,2.482,113.5,-34.896331787109375,272.8999938964844,118.97456359863281
2330,3436,1993,-34.5,272.01,2.0,113.51,-34.896331787109375,272.8999938964844,118.97456359863281
2331,3437,1993,-32.5,272.01,2.0923,120.205,-32.10926055908203,272.8999938964844,126.05870056152344
2332,3438,1993,-30.5,272.01,1.9435,114.325,-29.362506866455078,272.8999938964844,129.71353149414062
2333,3439,1993,-30.0,336.69,32.0,106.4,-29.362506866455078,337.70001220703125,144.91844177246094
2334,3440,1993,-28.5,272.0,2.9403,105.905,-29.362506866455078,272.8999938964844,129.71353149414062
2335,3441,1993,-26.5,272.0,3.08955,133.715,-26.701988220214844,272.8999938964844,127.89940643310547
2336,3442,1993,-24.33,272.0,19.536325,117.1575,-24.17027473449707,272.8999938964844,124.68791198730469
2337,3443,1993,-21.99,272.0,2.99065,120.105,-21.80089569091797,272.8999938964844,121.48428344726562
2338,3444,1993,-21.23,200.18,18.0,106.375,-21.80089569091797,200.89999389648438,110.8092041015625
2339,3445,1993,-20.0,272.0,1.9939,114.295,-19.614822387695312,272.8999938964844,108.88945770263672
2340,3446,1993,-18.2,272.92,2.8419,65.6,-17.619958877563477,272.8999938964844,81.97200012207031
2341,3447,1993,-16.38,273.82,2.1432,78.604,-15.81311321258545,272.8999938964844,58.68232345581055
2342,3448,1993,-15.38,236.5,0.0,78.3,-15.81311321258545,236.89999389648438,87.65387725830078
2343,3449,1993,-14.54,274.17,2.193,54.022,-14.183194160461426,272.8999938964844,48.5997200012207
2344,3450,1993,-12.49,274.16,1.6902,48.2,-12.714468002319336,272.8999938964844,48.608543395996094
2345,3451,1993,-12.49,274.17,2.0,48.19600000000001,-12.714468002319336,272.8999938964844,48.608543395996094
2346,3452,1993,-10.49,274.17,1.99435,65.81,-10.189502716064453,272.8999938964844,55.61542510986328
2347,3453,1993,-9.53,160.2,0.0,104.55,-9.09841251373291,161.3000030517578,100.26573944091797
2348,3454,1993,-9.0,160.0,14.0,101.7142857,-9.09841251373291,161.3000030517578,100.26573944091797
2349,3455,1993,-8.01,274.16,2.1933,55.3,-8.100461959838867,272.8999938964844,62.680362701416016
2350,3456,1993,-7.0,274.17,1.895,57.9,-7.181866645812988,272.8999938964844,65.37520599365234
2351,3457,1993,-5.0,274.17,1.04695,77.5,-4.788410186767578,272.8999938964844,70.29592895507812
2352,3458,1993,-5.0,334.99,21.0,87.60333333,-4.788410186767578,334.1000061035156,92.5792465209961
2353,3459,1993,-4.6,331.12,0.0,83.08,-4.788410186767578,330.5,91.83728790283203
2354,3462,1993,-3.0,145.29,17.801,93.9,-2.754026174545288,146.89999389648438,106.12165832519531
2355,3463,1993,-3.0,274.17,1.94475,69.8,-2.754026174545288,272.8999938964844,71.7611312866211
2356,3464,1993,-2.25,145.5,6.03315,100.5,-2.1236491203308105,146.89999389648438,106.4554443359375
2357,3465,1993,-2.01,334.98,43.0,85.93,-2.1236491203308105,334.1000061035156,94.13993072509766
2358,3466,1993,-2.0,274.17,1.24585,69.7,-2.1236491203308105,272.8999938964844,71.64060974121094
2359,3467,1993,-1.51,334.97,0.0,86.68,-1.5078544616699219,334.1000061035156,95.0318603515625
2360,3468,1993,-1.5,270.0,0.0,68.2,-1.5078544616699219,269.29998779296875,71.05624389648438
2361,3469,1993,-1.25,145.79,16.903,97.3,-1.5078544616699219,146.89999389648438,106.76896667480469
2362,3470,1993,-0.5,166.0,14.0,98.0,-0.3001483976840973,164.89999389648438,107.04481506347656
2363,3471,1993,-0.47,146.01,27.447875,100.4,-0.3001483976840973,146.89999389648438,107.48910522460938
2364,3472,1993,-0.33,274.17,1.0967,66.6,-0.3001483976840973,272.8999938964844,67.02399444580078
2365,3473,1993,0.0,146.14,15.0,103.8,-0.3001483976840973,146.89999389648438,107.48910522460938
2366,3474,1993,0.0,146.15,15.017,103.8,-0.3001483976840973,146.89999389648438,107.48910522460938
2367,3475,1993,0.0,274.17,23.08485,93.09575,0.2998769283294678,272.8999938964844,64.671875
2368,3476,1993,0.01,335.01,19.0,77.86,0.29974788427352905,334.1000061035156,97.0206298828125
2369,3477,1993,0.5,146.28,19.895,94.0,0.3005564510822296,146.89999389648438,107.80728149414062
2370,3478,1993,1.0,146.43,19.845,105.0,0.9036727547645569,146.89999389648438,108.09540557861328
2371,3479,1993,1.0,274.16,2.09395,69.2,0.9002749919891357,272.9000244140625,62.643768310546875
2372,3480,1993,1.34,274.17,1.7956,80.9,1.5043340921401978,272.9000244140625,60.99700927734375
2373,3481,1993,1.49,334.98,1.0,83.76,1.5026439428329468,334.0999755859375,97.27168273925781
2374,3482,1993,1.75,146.64,30.0,102.7,1.5132348537445068,146.90000915527344,108.49475860595703
2375,3483,1993,1.75,146.65,29.8815,102.7,1.5132348537445068,146.90000915527344,108.49475860595703
2376,3484,1993,2.0,274.16,1.19615,83.6,2.116865396499634,272.9001159667969,59.55564880371094
2377,3485,1993,2.0,334.8,20.33333333,84.16,2.113567590713501,334.0999755859375,97.73099517822266
2378,3486,1993,2.5,146.86,25.27908333,100.2,2.7719624042510986,146.9000244140625,109.66885375976562
2379,3487,1993,3.49,147.23,14.9085,84.8,3.4321553707122803,146.90005493164062,109.84635162353516
2380,3488,1993,3.5,274.16,1.7956,90.3,3.3877058029174805,272.900390625,57.93106460571289
2381,3489,1993,4.02,334.19,1.0,94.26,4.045002460479736,334.09979248046875,100.21150207519531
2382,3490,1993,4.99,147.85,16.309,91.3,4.846153736114502,146.900146484375,109.10582733154297
2383,3491,1993,4.99,147.86,16.0,91.3,4.846153736114502,146.900146484375,109.10582733154297
2384,3492,1993,5.01,333.85,33.0,89.965,4.7408599853515625,334.09967041015625,101.32682037353516
2385,3493,1993,5.99,148.28,7.03025,114.2,5.615311145782471,146.9002227783203,108.06596374511719
2386,3494,1993,6.01,333.53,1.0,97.54,6.252089500427246,334.0992431640625,102.70989227294922
2387,3495,1993,6.72,271.22,0.997215,62.6,7.1230573654174805,272.90380859375,58.256866455078125
2388,3496,1993,7.73,270.1,1.84525,64.0,8.0387544631958,269.3058166503906,57.35206604003906
2389,3497,1993,8.0,332.83,2.0,104.37,7.981820583343506,334.0984191894531,99.31552124023438
2390,3498,1993,8.5,149.33,14.1095,91.5,8.289756774902344,150.50120544433594,104.13301086425781
2391,3499,1993,9.43,268.25,1.8452,76.9,9.028253555297852,269.3083190917969,58.167816162109375
2392,3500,1993,10.0,149.33,8.1762,103.4,10.516886711120605,150.5024871826172,100.9428482055664
2393,3501,1993,11.01,331.84,0.0,87.75,11.185700416564941,330.4967346191406,99.72715759277344
2394,3502,1993,11.16,149.33,16.9515,100.1,10.516886711120605,150.5024871826172,100.9428482055664
2395,3503,1993,12.0,331.5,29.5,85.685,12.475790977478027,330.4953918457031,96.07398223876953
2396,3504,1993,13.03,268.24,19.84205,52.35,12.627373695373535,269.32366943359375,54.76951599121094
2397,3505,1993,13.16,149.32,32.529,105.25,13.274382591247559,150.50506591796875,102.02264404296875
2398,3508,1993,14.99,330.97,35.33333333,62.26666667,15.484562873840332,330.4908142089844,86.21907043457031
2399,3509,1993,15.17,149.34,9.2221,108.4,14.912813186645508,150.50726318359375,102.97906494140625
2400,3510,1993,15.98,331.01,2.0,83.77,15.484562873840332,330.4908142089844,86.21907043457031
2401,3511,1993,17.17,149.33,11.017,119.5,16.76038932800293,150.5104217529297,104.42173767089844
2402,3512,1993,17.99,331.02,31.0,94.35,17.229398727416992,330.48699951171875,86.70854187011719
2403,3513,1993,19.0,331.01,0.0,85.33,19.14159393310547,330.4815979003906,91.40705871582031
2404,3514,1993,19.17,149.34,7.8266,107.5,18.842815399169922,150.51502990722656,107.06973266601562
2405,3515,1993,21.01,331.53,31.5,85.225,21.21272087097168,330.4740295410156,100.52466583251953
2406,3516,1993,21.17,149.34,34.39175,117.8,21.179916381835938,150.52174377441406,112.1724853515625
2407,3517,1993,21.99,332.06,0.0,90.48,21.21272087097168,330.4740295410156,100.52466583251953
2408,3518,1993,22.99,332.57,0.0,94.93,23.43866539001465,334.0491943359375,112.98453521728516
2409,3519,1993,23.18,149.34,16.0485,120.2,23.779924392700195,150.5314483642578,119.5576171875
2410,3520,1993,23.99,333.14,21.5,86.235,23.43866539001465,334.0491943359375,112.98453521728516
2411,3521,1993,24.57,124.35,0.0,103.43,23.744422912597656,125.2440414428711,111.53948211669922
2412,3522,1993,24.97,333.65,19.0,105.69,25.74721336364746,334.029541015625,114.60089874267578
2413,3523,1993,25.17,149.34,28.431475,114.65,23.779924392700195,150.5314483642578,119.5576171875
2414,3524,1993,27.0,334.76,31.5,97.28,28.104589462280273,334.0037536621094,110.90123748779297
2415,3525,1993,27.17,149.34,28.0057,117.45,26.633609771728516,150.54537963867188,125.16129302978516
2416,3526,1993,28.0,335.31,0.0,114.37,28.104589462280273,334.0037536621094,110.90123748779297
2417,3527,1993,28.32,129.97,0.0,105.47857140000002,29.687156677246094,128.8094940185547,113.52467346191406
2418,3528,1993,28.98,335.87,0.0,103.55,28.143566131591797,337.57659912109375,114.41790771484375
2419,3529,1993,29.16,149.28,16.0945,134.7,29.710796356201172,150.5649871826172,123.799560546875
2420,3530,1993,30.0,336.47,31.0,109.24,30.506132125854492,337.5343933105469,109.85493469238281
2421,3531,1993,30.19,148.05,5.8802,118.2,29.726608276367188,146.9391326904297,124.87602233886719
2422,3532,1993,31.0,337.03,0.0,118.31,30.506132125854492,337.5343933105469,109.85493469238281
2423,3533,1993,31.21,146.77,16.8415,119.8,29.726608276367188,146.9391326904297,124.87602233886719
2424,3534,1993,32.23,145.47,7.22375,113.8,32.98127746582031,146.9554443359375,116.83511352539062
2425,3535,1993,33.66,143.66,14.9465,107.9,32.990970611572266,143.31851196289062,113.07000732421875
2426,3536,1993,34.19,142.71,34.35025,114.8,32.990970611572266,143.31851196289062,113.07000732421875
2427,3537,1993,34.59,225.0,3.0,104.8,33.855777740478516,223.21304321289062,110.2608413696289
2428,3538,1993,34.74,141.64,16.090999999999998,110.2,36.360443115234375,143.32586669921875,99.75469207763672
2429,3539,1993,34.83,237.0,20.0,65.75,35.91789245605469,237.82632446289062,77.47435760498047
2430,3541,1993,35.0,339.43,32.5,101.7,35.13428497314453,340.9575500488281,105.11004638671875
2431,3544,1993,36.0,225.0,17.0,55.002,36.806392669677734,223.46316528320312,104.48860931396484
2432,3545,1993,36.98,340.0,0.0,89.98,37.274295806884766,340.8670654296875,99.51841735839844
2433,3546,1993,37.5,233.36,16.0,71.40375,36.1405029296875,234.24111938476562,96.00806427001953
2434,3547,1993,37.98,340.0,31.0,90.605,37.274295806884766,340.8670654296875,99.51841735839844
2435,3548,1993,38.23,235.02,2.0,68.181,38.94132614135742,234.54249572753906,99.1780776977539
2436,3549,1993,38.63,235.94,3.0,65.9145,38.94132614135742,234.54249572753906,99.1780776977539
2437,3550,1993,39.62,225.0,3.0,79.601,39.71971130371094,223.77716064453125,99.79605865478516
2438,3551,1993,39.98,340.01,1.0,93.0,39.29948425292969,340.7626647949219,93.7083969116211
2439,3552,1993,40.5,225.0,2.0,71.899,39.71971130371094,223.77716064453125,99.79605865478516
2440,3553,1993,41.65,224.0,2.0,73.4185,42.561153411865234,224.1632080078125,97.32222747802734
2441,3554,1993,41.99,340.01,1.0,103.47,41.20663833618164,340.6441650390625,87.98551940917969
2442,3555,1993,42.64,222.47,16.5,55.89825,42.561153411865234,224.1632080078125,97.32222747802734
2443,3556,1993,43.25,330.0,0.0,90.7,42.669776916503906,330.14227294921875,74.16546630859375
2444,3557,1993,44.0,340.0,19.0,85.99,44.67613220214844,340.3647155761719,78.56583404541016
2445,3558,1993,44.96,218.77,17.0,52.07125,45.96831512451172,217.4365234375,91.7001953125
2446,3559,1993,44.96,339.99,2.0,99.42,44.67613220214844,340.3647155761719,78.56583404541016
2447,3560,1993,46.9,215.57,3.0,31.095,46.290008544921875,213.82530212402344,90.59882354736328
2448,3561,1993,48.0,339.97,30.5,76.045,47.72124099731445,340.0295104980469,72.86250305175781
2449,3562,1993,48.21,213.31,17.5,30.20575,49.04331588745117,214.39288330078125,91.92549896240234
2450,3563,1993,48.98,340.01,0.0,89.89,49.100502014160156,339.8415832519531,70.66464233398438
2451,3564,1993,50.01,340.01,21.33333333,68.38,50.3928108215332,339.6406555175781,68.63356018066406
2452,3565,1993,50.18,209.85,3.0,24.5145,49.39484405517578,210.76995849609375,93.3787841796875
2453,3566,1993,51.49,207.46,17.5,19.26175,52.44418716430664,207.802734375,101.15444946289062
2454,3567,1993,53.01,339.99,31.5,68.9,52.74083709716797,339.20135498046875,65.44458770751953
2455,3568,1993,53.13,204.37,16.5,20.391,52.81013870239258,204.14495849609375,108.42073059082031
2456,3569,1993,54.01,340.0,0.0,76.35,53.80781173706055,338.96405029296875,64.3301010131836
2457,3570,1993,54.06,209.18,18.5,19.968,55.025245666503906,208.5926513671875,105.03208923339844
2458,3573,1993,55.78,218.38,2.0,26.694000000000006,56.56664276123047,216.77455139160156,104.34591674804688
2459,3574,1993,56.22,220.83,15.5,33.95625,56.095436096191406,220.36453247070312,106.34278869628906
2460,3575,1993,56.68,223.41,29.0,35.6225,55.615333557128906,223.93069458007812,111.95420837402344
2461,3576,1993,56.78,223.96,15.5,41.74175,55.615333557128906,223.93069458007812,111.95420837402344
2462,3577,1993,58.02,340.02,3.0,66.78,58.591270446777344,340.5086669921875,58.609127044677734
2463,3578,1993,60.5,340.0,4.0,50.88,60.04743576049805,339.7915344238281,57.81447982788086
2464,3579,1993,61.0,340.09,11.0,42.305,60.7142219543457,339.42071533203125,57.83843994140625
2465,3580,1993,61.99,339.99,21.0,45.64,61.343605041503906,339.04290771484375,58.19189453125
2466,3581,1993,62.99,340.0,31.0,41.545,63.4334602355957,340.2672424316406,44.85273361206055
2467,3582,1994,-67.0,256.99,27.02973333,-55.70666667,-67.37264251708984,258.5,-101.08428955078125
2468,3583,1994,-64.15,81.89,26.33333333,-110.1833333,-64.29602813720703,82.0999984741211,-94.80332946777344
2469,3584,1994,-63.99,257.01,27.57986667,-59.79333333,-64.29602813720703,258.5,-52.28894805908203
2470,3585,1994,-63.26,82.0,26.33333333,-87.18666667,-62.64213943481445,82.0999984741211,-95.58570098876953
2471,3586,1994,-61.02,257.0,36.24925,-24.8475,-60.89152145385742,258.5,-16.258716583251953
2472,3587,1994,-61.0,82.0,18.0,-120.12,-60.89152145385742,82.0999984741211,-95.6861343383789
2473,3588,1994,-57.83,257.01,16.842,-21.95,-57.08583450317383,258.5,20.58637237548828
2474,3589,1994,-57.82,257.0,16.9,-21.96,-57.08583450317383,258.5,20.58637237548828
2475,3590,1994,-56.06,84.25,21.0,-79.35,-57.08583450317383,85.69999694824219,-62.01750183105469
2476,3591,1994,-54.5,257.0,28.80166667,29.16166667,-55.0246467590332,258.5,38.59138488769531
2477,3592,1994,-53.53,87.02,23.0,-47.74,-52.854923248291016,85.69999694824219,-0.2917647361755371
2478,3593,1994,-51.83,257.0,17.7215,28.6875,-52.854923248291016,258.5,52.1190185546875
2479,3594,1994,-50.56,90.04,27.0,5.0,-50.57574462890625,89.30000305175781,37.48178482055664
2480,3595,1994,-49.16,257.0,28.16133333,52.83333333,-48.187889099121094,258.5,72.57914733886719
2481,3596,1994,-47.56,92.75,22.5,10.495,-48.187889099121094,92.9000015258789,58.757781982421875
2482,3597,1994,-45.99,257.0,17.85075,56.6975,-45.69465255737305,258.5,81.64739990234375
2483,3598,1994,-44.99,95.0,35.0,31.2,-45.69465255737305,96.5,71.33257293701172
2484,3599,1994,-43.0,257.0,26.095,61.39,-43.10301971435547,258.5,90.90113830566406
2485,3600,1994,-42.0,95.0,12.0,65.11,-43.10301971435547,96.5,82.07130432128906
2486,3601,1994,-40.0,257.02,27.60883333,77.30166667,-40.42521667480469,258.5,101.53556060791016
2487,3602,1994,-38.99,95.0,22.5,79.675,-37.68043899536133,96.5,95.67951965332031
2488,3603,1994,-36.38,161.35,0.0,104.5,-37.68043899536133,161.3000030517578,109.17174530029297
2489,3604,1994,-36.0,95.0,28.0,75.67,-34.896331787109375,96.5,102.3509521484375
2490,3605,1994,-35.99,257.01,49.26600000000001,114.58,-34.896331787109375,258.5,125.75113677978516
2491,3606,1994,-34.01,257.0,26.98523333,118.0716667,-34.896331787109375,258.5,125.75113677978516
2492,3607,1994,-33.0,95.0,23.5,95.55,-32.10926055908203,96.5,109.10224914550781
2493,3608,1994,-31.0,257.0,18.36075,134.545,-32.10926055908203,258.5,136.39366149902344
2494,3609,1994,-30.3,95.0,10.0,112.19,-29.362506866455078,96.5,114.45891571044922
2495,3610,1994,-28.0,257.0,17.092475,133.355,-26.701988220214844,258.5,147.91500854492188
2496,3611,1994,-24.99,257.0,27.7755,128.4933333,-24.17027473449707,258.5,144.25242614746094
2497,3612,1994,-24.0,210.0,0.0,107.8,-24.17027473449707,211.6999969482422,114.36808013916016
2498,3613,1994,-21.23,200.18,18.0,96.0,-21.80089569091797,200.89999389648438,107.94639587402344
2499,3614,1994,-19.0,257.0,36.58675,106.2075,-19.614822387695312,258.5,117.80440521240234
2500,3615,1994,-17.0,257.01,16.84925,91.2125,-17.619958877563477,258.5,99.60448455810547
2501,3616,1994,-13.01,256.99,23.605625,77.39875,-12.714468002319336,258.5,72.61514282226562
2502,3617,1994,-11.0,256.99,27.50353333,71.55166667,-11.389202117919922,258.5,72.56912994384766
2503,3618,1994,-9.53,160.2,0.0,104.8,-9.09841251373291,161.3000030517578,98.41465759277344
2504,3619,1994,-9.0,160.0,14.0,88.2,-9.09841251373291,161.3000030517578,98.41465759277344
2505,3620,1994,-7.31,253.06,7.3793,62.715,-7.181866645812988,251.3000030517578,75.62875366210938
2506,3621,1994,-4.0,249.67,36.87075,48.5575,-4.080315113067627,251.3000030517578,74.6724624633789
2507,3622,1994,-3.6,265.05,0.0,73.2,-3.4043185710906982,265.70001220703125,73.36640167236328
2508,3623,1994,-2.33,249.67,27.73865,59.59833333,-2.1236491203308105,251.3000030517578,75.76155853271484
2509,3624,1994,-1.0,249.67,17.1022,73.465,-0.9016284346580505,251.3000030517578,76.76112365722656
2510,3625,1994,-0.5,166.0,14.0,94.11111111,-0.3001483976840973,164.89999389648438,104.87902069091797
2511,3626,1994,0.0,142.0,11.4694,71.9,-0.3001483976840973,143.3000030517578,105.88431549072266
